"directive","input_text","output_text"
"singularize","pens on the desk","pen on the desk"
"singularize","shirts in the drawer","shirt in the drawer"
"singularize","flowers in the vase","flower in the vase"
"singularize","cakes on the table","cake on the table"
"singularize","pencils in the case","pencil in the case"
"singularize","dogs on the bed","dog on the bed"
"singularize","balls on the ground","ball on the ground"
"singularize","coins in the jar","coin in the jar"
"singularize","maps on the wall","map on the wall"
"singularize","gloves in the drawer","glove in the drawer"
"singularize","trees in the park","tree in the park"
"singularize","lights in the room","light in the room"
"singularize","notebooks on the desk","notebook on the desk"
"singularize","phones in the bag","phone in the bag"
"singularize","books in the shelf","book in the shelf"
"singularize","apples on the table","apple on the table"
"singularize","plates with food","plate with food"
"singularize","cars in the parking lot","car in the parking lot"
"singularize","buttons on the shirt","button on the shirt"
"singularize","flags on the pole","flag on the pole"
"singularize","toys on the shelf","toy on the shelf"
"singularize","mugs on the counter","mug on the counter"
"singularize","windows in the house","window in the house"
"singularize","phones on the counter","phone on the counter"
"singularize","buckets of water","bucket of water"
"singularize","keys on the table","key on the table"
"singularize","doors in the hallway","door in the hallway"
"singularize","shirts on the chair","shirt on the chair"
"singularize","lamps on the desk","lamp on the desk"
"singularize","candles on the table","candle on the table"
"singularize","pieces of cake","piece of cake"
"singularize","containers of cookies","container of cookies"
"singularize","pieces of bread","piece of bread"
"singularize","notes in the pocket","note in the pocket"
"singularize","leaves in the wind","leaf in the wind"
"singularize","glasses of milk","glass of milk"
"singularize","sandwiches with cheese","sandwich with cheese"
"singularize","balls in the basket","ball in the basket"
"singularize","cups of soup","cup of soup"
"singularize","paintings on the wall","painting on the wall"
"singularize","coins in the purse","coin in the purse"
"singularize","books with covers","book with a cover"
"singularize","shoes on the feet","shoe on the foot"
"singularize","shiny red apples","shiny red apple"
"singularize","giant purple balloons","giant purple balloon"
"singularize","small wooden boxes","small wooden box"
"singularize","beautiful blue birds","beautiful blue bird"
"singularize","spicy chicken wings","spicy chicken wing"
"singularize","colorful striped sweaters","colorful striped sweater"
"singularize","fluffy white cats","fluffy white cat"
"singularize","old rusty cars","old rusty car"
"singularize","smelly old shoes","smelly old shoe"
"singularize","heavy metal doors","heavy metal door"
"singularize","fast running dogs","fast running dog"
"singularize","green leafy plants","green leafy plant"
"singularize","blue plastic bottles","blue plastic bottle"
"singularize","round orange balls","round orange ball"
"singularize","warm cozy blankets","warm cozy blanket"
"singularize","small wooden chairs","small wooden chair"
"singularize","delicious chocolate cakes","delicious chocolate cake"
"singularize","cold snowy mountains","cold snowy mountain"
"singularize","bright yellow flowers","bright yellow flower"
"singularize","long fluffy tails","long fluffy tail"
"singularize","quick silver fish","quick silver fish"
"singularize","delicate white laces","delicate white lace"
"singularize","large wooden tables","large wooden table"
"singularize","yellow spotted giraffes","yellow spotted giraffe"
"singularize","bright shiny coins","bright shiny coin"
"singularize","fuzzy green mosses","fuzzy green moss"
"singularize","soft velvet pillows","soft velvet pillow"
"singularize","purple velvet curtains","purple velvet curtain"
"singularize","heavy brown boxes","heavy brown box"
"singularize","big green apples","big green apple"
"singularize","cold icy rivers","cold icy river"
"singularize","small orange pumpkins","small orange pumpkin"
"singularize","soft blue clouds","soft blue cloud"
"singularize","fast red cars","fast red car"
"singularize","dirty white shirts","dirty white shirt"
"singularize","high metal fences","high metal fence"
"singularize","tiny wooden sticks","tiny wooden stick"
"singularize","smelly old socks","smelly old sock"
"singularize","shiny silver spoons","shiny silver spoon"
"singularize","tiny golden keys","tiny golden key"
"singularize","warm woolen scarves","warm woolen scarf"
"singularize","big black dogs","big black dog"
"singularize","huge fluffy pillows","huge fluffy pillow"
"singularize","small wooden tables","small wooden table"
"singularize","bright red shirts","bright red shirt"
"singularize","heavy metal spoons","heavy metal spoon"
"singularize","soft blue sweaters","soft blue sweater"
"singularize","spicy green chilies","spicy green chili"
"singularize","tall wooden chairs","tall wooden chair"
"singularize","thin golden threads","thin golden thread"
"singularize","big pink cakes","big pink cake"
"singularize","sharp pointed pencils","sharp pointed pencil"
"singularize","small red flowers","small red flower"
"singularize","clean white towels","clean white towel"
"singularize","long wooden planks","long wooden plank"
"singularize","rich dark chocolates","rich dark chocolate"
"singularize","thick woolen scarves","thick woolen scarf"
"singularize","cute little puppies","cute little puppy"
"singularize","fresh green leaves","fresh green leaf"
"singularize","bright orange sunsets","bright orange sunset"
"singularize","old leather books","old leather book"
"singularize","small glass jars","small glass jar"
"singularize","sweet juicy oranges","sweet juicy orange"
"singularize","heavy brown bags","heavy brown bag"
"singularize","huge glass windows","huge glass window"
"singularize","large gold coins","large gold coin"
"singularize","fresh red berries","fresh red berry"
"singularize","small shiny rocks","small shiny rock"
"singularize","beautiful white butterflies","beautiful white butterfly"
"singularize","soft pink pillows","soft pink pillow"
"singularize","large fluffy clouds","large fluffy cloud"
"singularize","quiet wooden rooms","quiet wooden room"
"singularize","hot spicy curries","hot spicy curry"
"singularize","big fluffy clouds","big fluffy cloud"
"singularize","yellow striped shirts","yellow striped shirt"
"singularize","children's woolen gloves","child's woolen glove"
"singularize","oxen-drawn carts","oxen-drawn cart"
"singularize","knife-sharpened sticks","knife-sharpened stick"
"singularize","mice-infested houses","mouse-infested house"
"singularize","single leaves pages","single leaf page"
"singularize","small loaves of bread","small loaf of bread"
"singularize","teeth-marked pencils","tooth-marked pencil"
"singularize","friendly footsteps","friendly footstep"
"singularize","wise old men","wise old man"
"singularize","blue lice","blue louse"
"singularize","lone geese","lone goose"
"singularize","half-empty glasses","half-empty glass"
"singularize","strong calf muscles","strong calf muscle"
"singularize","ancient sheaves of papers","ancient sheaf of papers"
"singularize","tiny cacti gardens","tiny cacti garden"
"singularize","pots of gold at the end of the rainbow","pot of gold at the end of the rainbow"
"singularize","pairs of dice","pair of dice"
"singularize","fleets of aircraft","fleet of aircraft"
"singularize","collections of memorabilia","collection of memorabilia"
"singularize","lone heroes","lone hero"
"singularize","bright red tomatoes","bright red tomato"
"singularize","worn-out echoes","worn-out echo"
"singularize","beautiful serenades","beautiful serenade"
"singularize","ancient manuscripts","ancient manuscript"
"singularize","gray wolf packs","gray wolf pack"
"singularize","leafy green vegetables","leafy green vegetable"
"singularize","delicate piano notes","delicate piano note"
"singularize","strawberry thieves","strawberry thief"
"singularize","crackling fire logs","crackling fire log"
"singularize","wise old elves","wise old elf"
"singularize","crumbling fortress walls","crumbling fortress wall"
"singularize","shadowy alley cats","shadowy alley cat"
"singularize","magical fairy tales","magical fairy tale"
"singularize","frost-covered windowpanes","frost-covered windowpane"
"singularize","antique gold watches","antique gold watch"
"singularize","tiny specks of dust","tiny speck of dust"
"singularize","delicious sushi rolls","delicious sushi roll"
"singularize","flickering candle flames","flickering candle flame"
"singularize","slices of cherry pie","slice of cherry pie"
"singularize","packs of wild wolves","pack of wild wolves"
"singularize","glasses of iced tea","glass of iced tea"
"singularize","cups of hot cocoa","cup of hot cocoa"
"singularize","boxes of old letters","box of old letters"
"singularize","pieces of antique furniture","piece of antique furniture"
"singularize","rolls of parchment paper","roll of parchment paper"
"singularize","bowls of fresh fruit","bowl of fresh fruit"
"singularize","bottles of vintage wine","bottle of vintage wine"
"singularize","bundles of dried herbs","bundle of dried herbs"
"singularize","pairs of wool socks","pair of wool socks"
"singularize","trays of assorted pastries","tray of assorted pastries"
"singularize","spoonfuls of sugar","spoonful of sugar"
"singularize","crates of ripe mangoes","crate of ripe mangoes"
"singularize","piles of rusty tools","pile of rusty tools"
"singularize","stacks of dusty books","stack of dusty books"
"singularize","baskets of laundry","basket of laundry"
"singularize","strings of holiday lights","string of holiday lights"
"singularize","plates of spaghetti with meatballs","plate of spaghetti with meatballs"
"singularize","burgers with cheese","burger with cheese"
"singularize","tank tops","tank top"
"singularize","bakers' dozens","baker's dozen"
"singularize","raincoats","raincoat"
"singularize","toothbrushes","toothbrush"
"singularize","sunflowers","sunflower"
"singularize","bookcases","bookcase"
"singularize","notebooks","notebook"
"singularize","cupcakes","cupcake"
"singularize","football games","football game"
"singularize","backpacks","backpack"
"singularize","firefighters","firefighter"
"singularize","birthday cards","birthday card"
"singularize","police officers","police officer"
"singularize","handshakes","handshake"
"singularize","laptops","laptop"
"singularize","waterfalls","waterfall"
"singularize","basketball courts","basketball court"
"singularize","flashlights","flashlight"
"singularize","ice cream cones","ice cream cone"
"singularize","mountaintops","mountaintop"
"singularize","paperclips","paperclip"
"singularize","masterpieces","masterpiece"
"singularize","rainbows","rainbow"
"singularize","walking sticks","walking stick"
"singularize","homework assignments","homework assignment"
"singularize","teardrops","teardrop"
"singularize","doorknobs","doorknob"
"singularize","sunbeams","sunbeam"
"singularize","playgrounds","playground"
"singularize","nightstands","nightstand"
"singularize","earrings","earring"
"singularize","passports","passport"
"singularize","newspaper articles","newspaper article"
"singularize","workbenches","workbench"
"singularize","car doors","car door"
"singularize","mailboxes","mailbox"
"singularize","shoelaces","shoelace"
"singularize","lightbulbs","lightbulb"
"singularize","flowerpots","flowerpot"
"singularize","friendship bracelets","friendship bracelet"
"singularize","snowflakes","snowflake"
"singularize","firewood logs","firewood log"
"singularize","beehives","beehive"
"singularize","cherry blossoms","cherry blossom"
"singularize","silk scarves","silk scarf"
"singularize","castle towers","castle tower"
"singularize","glaciers","glacier"
"singularize","mountain ranges","mountain range"
"singularize","pebble beaches","pebble beach"
"singularize","volcanoes","volcano"
"singularize","fruit salads","fruit salad"
"singularize","butterfly wings","butterfly wing"
"singularize","raindrops","raindrop"
"singularize","skateboard ramps","skateboard ramp"
"singularize","treetops","treetop"
"singularize","shoeboxes","shoebox"
"singularize","watchtowers","watchtower"
"singularize","waterfall mists","waterfall mist"
"singularize","ladder rungs","ladder rung"
"singularize","traffic cones","traffic cone"
"singularize","flower bouquets","flower bouquet"
"singularize","cobblestone paths","cobblestone path"
"singularize","hedge mazes","hedge maze"
"singularize","sunset glows","sunset glow"
"singularize","moonbeams","moonbeam"
"singularize","ocean waves","ocean wave"
"singularize","beach umbrellas","beach umbrella"
"singularize","campfire stories","campfire story"
"singularize","feather quills","feather quill"
"singularize","forest trails","forest trail"
"singularize","windowpanes","windowpane"
"singularize","jigsaw puzzles","jigsaw puzzle"
"singularize","vintage postcards","vintage postcard"
"singularize","harbor docks","harbor dock"
"singularize","stone archways","stone archway"
"singularize","candle holders","candle holder"
"singularize","riverbanks","riverbank"
"singularize","sunflower seeds","sunflower seed"
"singularize","windmill blades","windmill blade"
"singularize","piano keys","piano key"
"singularize","photo albums","photo album"
"singularize","art galleries","art gallery"
"singularize","streetlights","streetlight"
"singularize","mountain peaks","mountain peak"
"singularize","icebergs","iceberg"
"singularize","desert cacti","desert cactus"
"singularize","storm clouds","storm cloud"
"singularize","midnight snacks","midnight snack"
"singularize","forest clearings","forest clearing"
"singularize","pinecones","pinecone"
"singularize","treasure chests","treasure chest"
"singularize","stone gargoyles","stone gargoyle"
"singularize","oak trees","oak tree"
"singularize","autumn leaves","autumn leaf"
"singularize","brick walls","brick wall"
"singularize","rope bridges","rope bridge"
"singularize","golden crowns","golden crown"
"singularize","silk ribbons","silk ribbon"
"singularize","frozen ponds","frozen pond"
"singularize","scenic overlooks","scenic overlook"
"singularize","wooden fences","wooden fence"
"singularize","garden hoses","garden hose"
"singularize","jellybean jars","jellybean jar"
"singularize","toy soldiers","toy soldier"
"singularize","library books","library book"
"singularize","vintage clocks","vintage clock"
"singularize","coffee mugs","coffee mug"
"singularize","porcelain dolls","porcelain doll"
"singularize","rollercoaster rides","rollercoaster ride"
"singularize","paper lanterns","paper lantern"
"singularize","city skylines","city skyline"
"singularize","crystal chandeliers","crystal chandelier"
"singularize","seashells","seashell"
"singularize","candle flames","candle flame"
"singularize","forest canopies","forest canopy"
"singularize","stone pathways","stone pathway"
"singularize","bird's nests","bird's nest"
"singularize","mountain cabins","mountain cabin"
"singularize","leafy vines","leafy vine"
"singularize","cloud formations","cloud formation"
"singularize","desert dunes","desert dune"
"singularize","flower petals","flower petal"
"singularize","street musicians","street musician"
"singularize","rainforests","rainforest"
"singularize","lakefronts","lakefront"
"singularize","crystal clear lakes","crystal clear lake"
"singularize","sandcastles","sandcastle"
"singularize","twinkling stars","twinkling star"
"singularize","ancient ruins","ancient ruin"
"singularize","garden gnomes","garden gnome"
"singularize","stormy seas","stormy sea"
"singularize","cave entrances","cave entrance"
"singularize","chocolate bars","chocolate bar"
"singularize","fishing boats","fishing boat"
"singularize","picnic baskets","picnic basket"
"singularize","wildflower meadows","wildflower meadow"
"singularize","eagle's nests","eagle's nest"
"singularize","mountain streams","mountain stream"
"singularize","sunflower fields","sunflower field"
"singularize","hot air balloons","hot air balloon"
"singularize","rocking chairs","rocking chair"
"singularize","apple orchards","apple orchard"
"singularize","lighthouse beacons","lighthouse beacon"
"singularize","harbor sailboats","harbor sailboat"
"singularize","vintage bicycles","vintage bicycle"
"singularize","rusty anchors","rusty anchor"
"singularize","forest waterfalls","forest waterfall"
"singularize","city plazas","city plaza"
"singularize","wooden rocking horses","wooden rocking horse"
"singularize","parrot's feathers","parrot's feather"
"singularize","beachcombers","beachcomber"
"singularize","sunset silhouettes","sunset silhouette"
"singularize","wind chimes","wind chime"
"singularize","garden benches","garden bench"
"singularize","harvest moons","harvest moon"
"singularize","stone fireplaces","stone fireplace"
"singularize","fishermen's nets","fisherman's net"
"singularize","harbor lighthouses","harbor lighthouse"
"singularize","cobblestone streets","cobblestone street"
"singularize","seagulls' cries","seagull's cry"
"singularize","forest paths","forest path"
"singularize","rustic cabins","rustic cabin"
"singularize","vineyard grapes","vineyard grape"
"singularize","misty valleys","misty valley"
"singularize","stone pillars","stone pillar"
"singularize","lantern lights","lantern light"
"singularize","cozy fireplaces","cozy fireplace"
"singularize","mountain ridges","mountain ridge"
"singularize","garden paths","garden path"
"singularize","driftwood","driftwood"
"singularize","sea breezes","sea breeze"
"singularize","orchard trees","orchard tree"
"singularize","wildflower blooms","wildflower bloom"
"singularize","butterfly gardens","butterfly garden"
"singularize","stormy skies","stormy sky"
"singularize","vintage record players","vintage record player"
"singularize","forest glades","forest glade"
"singularize","stone castles","stone castle"
"singularize","antique vases","antique vase"
"singularize","treehouses","treehouse"
"singularize","hidden treasures","hidden treasure"
"singularize","cottage windows","cottage window"
"singularize","seaside cottages","seaside cottage"
"singularize","rusty gates","rusty gate"
"singularize","lone wolves","lone wolf"
"singularize","crystal caves","crystal cave"
"singularize","garden ponds","garden pond"
"singularize","mountain trails","mountain trail"
"singularize","storm shelters","storm shelter"
"singularize","cherry trees","cherry tree"
"singularize","desert oases","desert oasis"
"singularize","village markets","village market"
"singularize","cobblestone bridges","cobblestone bridge"
"singularize","vine-covered walls","vine-covered wall"
"singularize","harbor views","harbor view"
"singularize","forest cabins","forest cabin"
"singularize","flower gardens","flower garden"
"singularize","wooden doors","wooden door"
"singularize","sunrise glows","sunrise glow"
"singularize","moss-covered stones","moss-covered stone"
"singularize","water fountains","water fountain"
"singularize","beach huts","beach hut"
"singularize","stone benches","stone bench"
"singularize","lake views","lake view"
"singularize","birdsongs","birdsong"
"singularize","forest streams","forest stream"
"singularize","mountain lakes","mountain lake"
"singularize","desert winds","desert wind"
"singularize","harbor cranes","harbor crane"
"singularize","fishing piers","fishing pier"
"singularize","sunrise views","sunrise view"
"singularize","garden statues","garden statue"
"singularize","riverbends","riverbend"
"singularize","mountain lodges","mountain lodge"
"singularize","crystal balls","crystal ball"
"singularize","storm clouds","storm cloud"
"singularize","beach waves","beach wave"
"singularize","forest groves","forest grove"
"singularize","mountain passes","mountain pass"
"singularize","vine-covered trellises","vine-covered trellis"
"singularize","pebbles","pebble"
"singularize","clay pots","clay pot"
"singularize","glass marbles","glass marble"
"singularize","steel wrenches","steel wrench"
"singularize","ceramic mugs","ceramic mug"
"singularize","wooden spoons","wooden spoon"
"singularize","plastic bottles","plastic bottle"
"singularize","iron nails","iron nail"
"singularize","golden rings","golden ring"
"singularize","paperclips","paperclip"
"singularize","silver coins","silver coin"
"singularize","brass keys","brass key"
"singularize","rubber bands","rubber band"
"singularize","stone arrowheads","stone arrowhead"
"singularize","leather wallets","leather wallet"
"singularize","metal bolts","metal bolt"
"singularize","cotton handkerchiefs","cotton handkerchief"
"singularize","bronze statues","bronze statue"
"singularize","linen napkins","linen napkin"
"singularize","steel hammers","steel hammer"
"singularize","porcelain plates","porcelain plate"
"singularize","copper wires","copper wire"
"singularize","wool scarves","wool scarf"
"singularize","bamboo chopsticks","bamboo chopstick"
"singularize","crystal vases","crystal vase"
"singularize","ceramic tiles","ceramic tile"
"singularize","aluminum cans","aluminum can"
"singularize","plastic straws","plastic straw"
"singularize","wooden boxes","wooden box"
"singularize","glass bottles","glass bottle"
"singularize","steel chains","steel chain"
"singularize","stone bricks","stone brick"
"singularize","iron hooks","iron hook"
"singularize","cork coasters","cork coaster"
"singularize","clay figurines","clay figurine"
"singularize","copper kettles","copper kettle"
"singularize","linen sheets","linen sheet"
"singularize","bronze medals","bronze medal"
"singularize","rubber gloves","rubber glove"
"singularize","ceramic bowls","ceramic bowl"
"singularize","metallic pins","metallic pin"
"singularize","wooden crates","wooden crate"
"singularize","glass jars","glass jar"
"singularize","stone slabs","stone slab"
"singularize","iron rods","iron rod"
"singularize","cotton towels","cotton towel"
"singularize","plastic lids","plastic lid"
"singularize","steel blades","steel blade"
"singularize","brass knobs","brass knob"
"singularize","porcelain cups","porcelain cup"
"singularize","leather straps","leather strap"
"singularize","bronze coins","bronze coin"
"singularize","ceramic jugs","ceramic jug"
"singularize","wool blankets","wool blanket"
"singularize","bamboo baskets","bamboo basket"
"singularize","crystal ornaments","crystal ornament"
"singularize","aluminum foils","aluminum foil"
"singularize","plastic containers","plastic container"
"singularize","stone statues","stone statue"
"singularize","iron gates","iron gate"
"singularize","wooden planks","wooden plank"
"singularize","glass shards","glass shard"
"singularize","cork stoppers","cork stopper"
"singularize","clay bowls","clay bowl"
"singularize","linen curtains","linen curtain"
"singularize","rubber hoses","rubber hose"
"singularize","steel screws","steel screw"
"singularize","bronze trophies","bronze trophy"
"singularize","porcelain figurines","porcelain figurine"
"singularize","metal latches","metal latch"
"singularize","wooden benches","wooden bench"
"singularize","plastic buckets","plastic bucket"
"singularize","stone mortars","stone mortar"
"singularize","iron skillets","iron skillet"
"singularize","ceramic pitchers","ceramic pitcher"
"singularize","glass tiles","glass tile"
"singularize","woolen hats","woolen hat"
"singularize","leather belts","leather belt"
"singularize","copper pots","copper pot"
"singularize","bamboo mats","bamboo mat"
"singularize","linen pillowcases","linen pillowcase"
"singularize","crystal goblets","crystal goblet"
"singularize","steel rods","steel rod"
"singularize","rubber tires","rubber tire"
"singularize","bronze bells","bronze bell"
"singularize","ceramic vases","ceramic vase"
"singularize","plastic trays","plastic tray"
"singularize","wooden ladders","wooden ladder"
"singularize","iron chains","iron chain"
"singularize","stone pendants","stone pendant"
"singularize","glass lenses","glass lens"
"singularize","cork boards","cork board"
"singularize","metallic rings","metallic ring"
"singularize","porcelain sinks","porcelain sink"
"singularize","leather gloves","leather glove"
"singularize","woolen socks","woolen sock"
"singularize","bamboo flutes","bamboo flute"
"singularize","copper pipes","copper pipe"
"singularize","linen tablecloths","linen tablecloth"
"singularize","bronze shields","bronze shield"
"singularize","ceramic tiles","ceramic tile"
"singularize","rubber ducks","rubber duck"
"singularize","wooden toys","wooden toy"
"singularize","glass beads","glass bead"
"singularize","steel springs","steel spring"
"singularize","stone axes","stone axe"
"singularize","iron anvils","iron anvil"
"singularize","plastic combs","plastic comb"
"singularize","cork bottles","cork bottle"
"singularize","clay vases","clay vase"
"singularize","porcelain lamps","porcelain lamp"
"singularize","leather journals","leather journal"
"singularize","bronze helmets","bronze helmet"
"singularize","crystal necklaces","crystal necklace"
"singularize","aluminum sheets","aluminum sheet"
"singularize","bamboo fences","bamboo fence"
"singularize","woolen sweaters","woolen sweater"
"singularize","copper bowls","copper bowl"
"singularize","linen scarves","linen scarf"
"singularize","ceramic mugs","ceramic mug"
"singularize","pieces of eight","piece of eight"
"singularize","handfuls of sand","handful of sand"
"singularize","grains of rice","grain of rice"
"singularize","loaves of bread","loaf of bread"
"singularize","decks of cards","deck of cards"
"singularize","drops of water","drop of water"
"singularize","slices of pie","slice of pie"
"singularize","pairs of scissors","pair of scissors"
"singularize","spoonfuls of sugar","spoonful of sugar"
"singularize","flocks of sheep","flock of sheep"
"singularize","schools of fish","school of fish"
"singularize","herds of cattle","herd of cattle"
"singularize","packs of wolves","pack of wolves"
"singularize","bundles of sticks","bundle of sticks"
"singularize","sets of keys","set of keys"
"singularize","cups of tea","cup of tea"
"singularize","pieces of cake","piece of cake"
"singularize","slices of life","slice of life"
"singularize","bunches of grapes","bunch of grapes"
"singularize","pairs of gloves","pair of gloves"
"singularize","heads of lettuce","head of lettuce"
"singularize","pints of milk","pint of milk"
"singularize","bars of soap","bar of soap"
"singularize","drops of blood","drop of blood"
"singularize","batches of cookies","batch of cookies"
"singularize","stacks of papers","stack of papers"
"singularize","piles of leaves","pile of leaves"
"singularize","strings of pearls","string of pearls"
"singularize","jars of honey","jar of honey"
"singularize","pieces of string","piece of string"
"singularize","quarts of oil","quart of oil"
"singularize","tubes of toothpaste","tube of toothpaste"
"singularize","slices of cheese","slice of cheese"
"singularize","bags of flour","bag of flour"
"singularize","dozens of eggs","dozen eggs"
"singularize","pairs of shoes","pair of shoes"
"singularize","bottles of wine","bottle of wine"
"singularize","drops of ink","drop of ink"
"singularize","handfuls of coins","handful of coins"
"singularize","bunches of flowers","bunch of flowers"
"singularize","gallons of water","gallon of water"
"singularize","cartons of eggs","carton of eggs"
"singularize","boxes of chocolates","box of chocolates"
"singularize","bundles of joy","bundle of joy"
"singularize","rolls of tape","roll of tape"
"singularize","pinches of salt","pinch of salt"
"singularize","slices of ham","slice of ham"
"singularize","cups of coffee","cup of coffee"
"singularize","sheets of paper","sheet of paper"
"singularize","blades of grass","blade of grass"
"singularize","blocks of ice","block of ice"
"singularize","pieces of advice","piece of advice"
"singularize","rounds of applause","round of applause"
"singularize","pearls of wisdom","pearl of wisdom"
"singularize","crumbs of bread","crumb of bread"
"singularize","chunks of wood","chunk of wood"
"singularize","patches of grass","patch of grass"
"singularize","flickers of light","flicker of light"
"singularize","rays of sunshine","ray of sunshine"
"singularize","whiffs of smoke","whiff of smoke"
"singularize","drops of dew","drop of dew"
"singularize","dashes of pepper","dash of pepper"
"singularize","slices of toast","slice of toast"
"singularize","packs of cards","pack of cards"
"singularize","bundles of nerves","bundle of nerves"
"singularize","pinches of herbs","pinch of herbs"
"singularize","pieces of fabric","piece of fabric"
"singularize","spoonfuls of soup","spoonful of soup"
"singularize","drops of rain","drop of rain"
"singularize","bags of chips","bag of chips"
"singularize","strings of lights","string of lights"
"singularize","bars of chocolate","bar of chocolate"
"singularize","rolls of film","roll of film"
"singularize","handfuls of feathers","handful of feathers"
"singularize","batches of muffins","batch of muffins"
"singularize","slices of lemon","slice of lemon"
"singularize","cups of soup","cup of soup"
"singularize","dozens of roses","dozen roses"
"singularize","bunches of bananas","bunch of bananas"
"singularize","stacks of books","stack of books"
"singularize","quarts of milk","quart of milk"
"singularize","pairs of pants","pair of pants"
"singularize","pieces of luggage","piece of luggage"
"singularize","bars of gold","bar of gold"
"singularize","pints of beer","pint of beer"
"singularize","bottles of water","bottle of water"
"singularize","rolls of fabric","roll of fabric"
"singularize","dashes of vanilla","dash of vanilla"
"singularize","blades of a knife","blade of a knife"
"singularize","piles of stones","pile of stones"
"singularize","strings of beads","string of beads"
"singularize","batches of doughnuts","batch of doughnuts"
"singularize","blocks of cheese","block of cheese"
"singularize","slices of turkey","slice of turkey"
"singularize","jars of jam","jar of jam"
"singularize","pieces of news","piece of news"
"singularize","stacks of firewood","stack of firewood"
"singularize","bunches of keys","bunch of keys"
"singularize","handfuls of nuts","handful of nuts"
"singularize","gallons of paint","gallon of paint"
"singularize","cartons of milk","carton of milk"
"singularize","boxes of crayons","box of crayons"
"singularize","pairs of earrings","pair of earrings"
"singularize","bags of rice","bag of rice"
"singularize","loaves of meat","loaf of meat"
"singularize","pieces of furniture","piece of furniture"
"singularize","slices of cucumber","slice of cucumber"
"singularize","bars of iron","bar of iron"
"singularize","bottles of soda","bottle of soda"
"singularize","pints of ice cream","pint of ice cream"
"singularize","dozens of donuts","dozen donuts"
"singularize","strings of sausages","string of sausages"
"singularize","cups of yogurt","cup of yogurt"
"singularize","sheets of glass","sheet of glass"
"singularize","rays of hope","ray of hope"
"singularize","blocks of flats","block of flats"
"singularize","handfuls of grapes","handful of grapes"
"singularize","stacks of pancakes","stack of pancakes"
"singularize","bunches of cherries","bunch of cherries"
"singularize","pieces of art","piece of art"
"singularize","slices of meat","slice of meat"
"singularize","rolls of paper towels","roll of paper towels"
"singularize","batches of brownies","batch of brownies"
"singularize","slices of pepperoni","slice of pepperoni"
"singularize","boxes of tissues","box of tissues"
"singularize","jars of pickles","jar of pickles"
"singularize","cartons of juice","carton of juice"
"singularize","strings of pearls","string of pearls"
"singularize","bars of soap","bar of soap"
"singularize","dozens of cupcakes","dozen cupcakes"
"singularize","pieces of glass","piece of glass"
"singularize","handfuls of screws","handful of screws"
"singularize","stacks of chairs","stack of chairs"
"singularize","cups of sugar","cup of sugar"
"singularize","blocks of marble","block of marble"
"singularize","pieces of clay","piece of clay"
"singularize","rolls of toilet paper","roll of toilet paper"
