directive,input_text,output_text
pluralize,blue louse,blue lice
pluralize,lone goose,lone geese
pluralize,half-empty glass,half-empty glasses
pluralize,strong calf muscle,strong calf muscles
pluralize,tiny cacti garden,tiny cacti gardens
pluralize,pair of dice,pairs of dice
pluralize,fleet of aircraft,fleets of aircraft
pluralize,collection of memorabilia,collections of memorabilia
pluralize,lone hero,lone heroes
pluralize,bright red tomato,bright red tomatoes
pluralize,worn-out echo,worn-out echoes
pluralize,beautiful serenade,beautiful serenades
pluralize,ancient manuscript,ancient manuscripts
pluralize,gray wolf pack,gray wolf packs
pluralize,leafy green vegetable,leafy green vegetables
pluralize,delicate piano note,delicate piano notes
pluralize,strawberry thief,strawberry thieves
pluralize,crackling fire log,crackling fire logs
pluralize,wise old elf,wise old elves
pluralize,crumbling fortress wall,crumbling fortress walls
pluralize,shadowy alley cat,shadowy alley cats
pluralize,magical fairy tale,magical fairy tales
pluralize,frost-covered windowpane,frost-covered windowpanes
pluralize,antique gold watch,antique gold watches
pluralize,delicious sushi roll,delicious sushi rolls
pluralize,flickering candle flame,flickering candle flames
pluralize,spoonful of sugar,spoonfuls of sugar
pluralize,basket of laundry,baskets of laundry
pluralize,burger with cheese,burgers with cheese
pluralize,tank top,tank tops
pluralize,baker's dozen,bakers' dozens
pluralize,football game,football games
pluralize,birthday card,birthday cards
pluralize,police officer,police officers
pluralize,basketball court,basketball courts
pluralize,ice cream cone,ice cream cones
pluralize,walking stick,walking sticks
pluralize,homework assignment,homework assignments
pluralize,newspaper article,newspaper articles
pluralize,car door,car doors
pluralize,friendship bracelet,friendship bracelets
pluralize,firewood log,firewood logs
pluralize,cherry blossom,cherry blossoms
pluralize,silk scarf,silk scarves
pluralize,castle tower,castle towers
pluralize,mountain range,mountain ranges
pluralize,pebble beach,pebble beaches
pluralize,fruit salad,fruit salads
pluralize,butterfly wing,butterfly wings
pluralize,skateboard ramp,skateboard ramps
pluralize,waterfall mist,waterfall mists
pluralize,ladder rung,ladder rungs
pluralize,traffic cone,traffic cones
pluralize,flower bouquet,flower bouquets
pluralize,cobblestone path,cobblestone paths
pluralize,hedge maze,hedge mazes
pluralize,sunset glow,sunset glows
pluralize,ocean wave,ocean waves
pluralize,beach umbrella,beach umbrellas
pluralize,campfire story,campfire stories
pluralize,feather quill,feather quills
pluralize,forest trail,forest trails
pluralize,jigsaw puzzle,jigsaw puzzles
pluralize,vintage postcard,vintage postcards
pluralize,harbor dock,harbor docks
pluralize,stone archway,stone archways
pluralize,candle holder,candle holders
pluralize,sunflower seed,sunflower seeds
pluralize,windmill blade,windmill blades
pluralize,piano key,piano keys
pluralize,photo album,photo albums
pluralize,art gallery,art galleries
pluralize,mountain peak,mountain peaks
pluralize,desert cactus,desert cacti
pluralize,storm cloud,storm clouds
pluralize,midnight snack,midnight snacks
pluralize,forest clearing,forest clearings
pluralize,treasure chest,treasure chests
pluralize,stone gargoyle,stone gargoyles
pluralize,oak tree,oak trees
pluralize,autumn leaf,autumn leaves
pluralize,brick wall,brick walls
pluralize,rope bridge,rope bridges
pluralize,golden crown,golden crowns
pluralize,silk ribbon,silk ribbons
pluralize,frozen pond,frozen ponds
pluralize,scenic overlook,scenic overlooks
pluralize,wooden fence,wooden fences
pluralize,garden hose,garden hoses
pluralize,jellybean jar,jellybean jars
pluralize,toy soldier,toy soldiers
pluralize,library book,library books
pluralize,vintage clock,vintage clocks
pluralize,coffee mug,coffee mugs
pluralize,porcelain doll,porcelain dolls
pluralize,rollercoaster ride,rollercoaster rides
pluralize,paper lantern,paper lanterns
pluralize,city skyline,city skylines
pluralize,crystal chandelier,crystal chandeliers
pluralize,candle flame,candle flames
pluralize,forest canopy,forest canopies
pluralize,stone pathway,stone pathways
pluralize,bird's nest,bird's nests
pluralize,mountain cabin,mountain cabins
pluralize,leafy vine,leafy vines
pluralize,cloud formation,cloud formations
pluralize,desert dune,desert dunes
pluralize,flower petal,flower petals
pluralize,street musician,street musicians
pluralize,crystal clear lake,crystal clear lakes
pluralize,twinkling star,twinkling stars
pluralize,ancient ruin,ancient ruins
pluralize,garden gnome,garden gnomes
pluralize,stormy sea,stormy seas
pluralize,cave entrance,cave entrances
pluralize,chocolate bar,chocolate bars
pluralize,fishing boat,fishing boats
pluralize,picnic basket,picnic baskets
pluralize,wildflower meadow,wildflower meadows
pluralize,eagle's nest,eagle's nests
pluralize,mountain stream,mountain streams
pluralize,sunflower field,sunflower fields
pluralize,hot air balloon,hot air balloons
pluralize,rocking chair,rocking chairs
pluralize,apple orchard,apple orchards
pluralize,lighthouse beacon,lighthouse beacons
pluralize,harbor sailboat,harbor sailboats
pluralize,vintage bicycle,vintage bicycles
pluralize,rusty anchor,rusty anchors
pluralize,forest waterfall,forest waterfalls
pluralize,city plaza,city plazas
pluralize,wooden rocking horse,wooden rocking horses
pluralize,parrot's feather,parrot's feathers
pluralize,sunset silhouette,sunset silhouettes
pluralize,wind chime,wind chimes
pluralize,garden bench,garden benches
pluralize,harvest moon,harvest moons
pluralize,stone fireplace,stone fireplaces
pluralize,fisherman's net,fishermen's nets
pluralize,harbor lighthouse,harbor lighthouses
pluralize,cobblestone street,cobblestone streets
pluralize,seagull's cry,seagull's cries
pluralize,forest path,forest paths
pluralize,rustic cabin,rustic cabins
pluralize,vineyard grape,vineyard grapes
pluralize,misty valley,misty valleys
pluralize,stone pillar,stone pillars
pluralize,lantern light,lantern lights
pluralize,cozy fireplace,cozy fireplaces
pluralize,mountain ridge,mountain ridges
pluralize,garden path,garden paths
pluralize,sea breeze,sea breezes
pluralize,orchard tree,orchard trees
pluralize,wildflower bloom,wildflower blooms
pluralize,butterfly garden,butterfly gardens
pluralize,stormy sky,stormy skies
pluralize,vintage record player,vintage record players
pluralize,forest glade,forest glades
pluralize,stone castle,stone castles
pluralize,antique vase,antique vases
pluralize,hidden treasure,hidden treasures
pluralize,cottage window,cottage windows
pluralize,seaside cottage,seaside cottages
pluralize,rusty gate,rusty gates
pluralize,lone wolf,lone wolves
pluralize,crystal cave,crystal caves
pluralize,garden pond,garden ponds
pluralize,mountain trail,mountain trails
pluralize,storm shelter,storm shelters
pluralize,cherry tree,cherry trees
pluralize,desert oasis,desert oases
pluralize,village market,village markets
pluralize,cobblestone bridge,cobblestone bridges
pluralize,vine-covered wall,vine-covered walls
pluralize,harbor view,harbor views
pluralize,forest cabin,forest cabins
pluralize,flower garden,flower gardens
pluralize,wooden door,wooden doors
pluralize,sunrise glow,sunrise glows
pluralize,moss-covered stone,moss-covered stones
pluralize,water fountain,water fountains
pluralize,beach hut,beach huts
pluralize,stone bench,stone benches
pluralize,lake view,lake views
pluralize,forest stream,forest streams
pluralize,mountain lake,mountain lakes
pluralize,desert wind,desert winds
pluralize,harbor crane,harbor cranes
pluralize,fishing pier,fishing piers
pluralize,sunrise view,sunrise views
pluralize,garden statue,garden statues
pluralize,mountain lodge,mountain lodges
pluralize,crystal ball,crystal balls
pluralize,storm cloud,storm clouds
pluralize,beach wave,beach waves
pluralize,forest grove,forest groves
pluralize,mountain pass,mountain passes
pluralize,vine-covered trellis,vine-covered trellises
pluralize,clay pot,clay pots
pluralize,glass marble,glass marbles
pluralize,steel wrench,steel wrenches
pluralize,ceramic mug,ceramic mugs
pluralize,wooden spoon,wooden spoons
pluralize,plastic bottle,plastic bottles
pluralize,iron nail,iron nails
pluralize,golden ring,golden rings
pluralize,silver coin,silver coins
pluralize,brass key,brass keys
pluralize,rubber band,rubber bands
pluralize,stone arrowhead,stone arrowheads
pluralize,leather wallet,leather wallets
pluralize,metal bolt,metal bolts
pluralize,cotton handkerchief,cotton handkerchiefs
pluralize,bronze statue,bronze statues
pluralize,linen napkin,linen napkins
pluralize,steel hammer,steel hammers
pluralize,porcelain plate,porcelain plates
pluralize,copper wire,copper wires
pluralize,wool scarf,wool scarves
pluralize,bamboo chopstick,bamboo chopsticks
pluralize,crystal vase,crystal vases
pluralize,ceramic tile,ceramic tiles
pluralize,aluminum can,aluminum cans
pluralize,plastic straw,plastic straws
pluralize,wooden box,wooden boxes
pluralize,glass bottle,glass bottles
pluralize,steel chain,steel chains
pluralize,stone brick,stone bricks
pluralize,iron hook,iron hooks
pluralize,cork coaster,cork coasters
pluralize,clay figurine,clay figurines
pluralize,copper kettle,copper kettles
pluralize,linen sheet,linen sheets
pluralize,bronze medal,bronze medals
pluralize,rubber glove,rubber gloves
pluralize,ceramic bowl,ceramic bowls
pluralize,metallic pin,metallic pins
pluralize,wooden crate,wooden crates
pluralize,glass jar,glass jars
pluralize,stone slab,stone slabs
pluralize,iron rod,iron rods
pluralize,cotton towel,cotton towels
pluralize,plastic lid,plastic lids
pluralize,steel blade,steel blades
pluralize,brass knob,brass knobs
pluralize,porcelain cup,porcelain cups
pluralize,leather strap,leather straps
pluralize,bronze coin,bronze coins
pluralize,ceramic jug,ceramic jugs
pluralize,wool blanket,wool blankets
pluralize,bamboo basket,bamboo baskets
pluralize,crystal ornament,crystal ornaments
pluralize,aluminum foil,aluminum foils
pluralize,plastic container,plastic containers
pluralize,stone statue,stone statues
pluralize,iron gate,iron gates
pluralize,wooden plank,wooden planks
pluralize,glass shard,glass shards
pluralize,cork stopper,cork stoppers
pluralize,clay bowl,clay bowls
pluralize,linen curtain,linen curtains
pluralize,rubber hose,rubber hoses
pluralize,steel screw,steel screws
pluralize,bronze trophy,bronze trophies
pluralize,porcelain figurine,porcelain figurines
pluralize,metal latch,metal latches
pluralize,wooden bench,wooden benches
pluralize,plastic bucket,plastic buckets
pluralize,stone mortar,stone mortars
pluralize,iron skillet,iron skillets
pluralize,ceramic pitcher,ceramic pitchers
pluralize,glass tile,glass tiles
pluralize,woolen hat,woolen hats
pluralize,leather belt,leather belts
pluralize,copper pot,copper pots
pluralize,bamboo mat,bamboo mats
pluralize,linen pillowcase,linen pillowcases
pluralize,crystal goblet,crystal goblets
pluralize,steel rod,steel rods
pluralize,rubber tire,rubber tires
pluralize,bronze bell,bronze bells
pluralize,ceramic vase,ceramic vases
pluralize,plastic tray,plastic trays
pluralize,wooden ladder,wooden ladders
pluralize,iron chain,iron chains
pluralize,stone pendant,stone pendants
pluralize,glass lens,glass lenses
pluralize,cork board,cork boards
pluralize,metallic ring,metallic rings
pluralize,porcelain sink,porcelain sinks
pluralize,leather glove,leather gloves
pluralize,woolen sock,woolen socks
pluralize,bamboo flute,bamboo flutes
pluralize,copper pipe,copper pipes
pluralize,linen tablecloth,linen tablecloths
pluralize,bronze shield,bronze shields
pluralize,ceramic tile,ceramic tiles
pluralize,rubber duck,rubber ducks
pluralize,wooden toy,wooden toys
pluralize,glass bead,glass beads
pluralize,steel spring,steel springs
pluralize,stone axe,stone axes
pluralize,iron anvil,iron anvils
pluralize,plastic comb,plastic combs
pluralize,cork bottle,cork bottles
pluralize,clay vase,clay vases
pluralize,porcelain lamp,porcelain lamps
pluralize,leather journal,leather journals
pluralize,bronze helmet,bronze helmets
pluralize,crystal necklace,crystal necklaces
pluralize,aluminum sheet,aluminum sheets
pluralize,bamboo fence,bamboo fences
pluralize,woolen sweater,woolen sweaters
pluralize,copper bowl,copper bowls
pluralize,linen scarf,linen scarves
pluralize,ceramic mug,ceramic mugs
pluralize,piece of eight,pieces of eight
pluralize,handful of sand,handfuls of sand
pluralize,grain of rice,grains of rice
pluralize,loaf of bread,loaves of bread
pluralize,deck of cards,decks of cards
pluralize,drop of water,drops of water
pluralize,slice of pie,slices of pie
pluralize,pair of scissors,pairs of scissors
pluralize,spoonful of sugar,spoonfuls of sugar
pluralize,flock of sheep,flocks of sheep
pluralize,school of fish,schools of fish
pluralize,herd of cattle,herds of cattle
pluralize,pack of wolves,packs of wolves
pluralize,bundle of sticks,bundles of sticks
pluralize,set of keys,sets of keys
pluralize,cup of tea,cups of tea
pluralize,piece of cake,pieces of cake
pluralize,slice of life,slices of life
pluralize,bunch of grapes,bunches of grapes
pluralize,pair of gloves,pairs of gloves
pluralize,head of lettuce,heads of lettuce
pluralize,pint of milk,pints of milk
pluralize,bar of soap,bars of soap
pluralize,drop of blood,drops of blood
pluralize,batch of cookies,batches of cookies
pluralize,stack of papers,stacks of papers
pluralize,pile of leaves,piles of leaves
pluralize,string of pearls,strings of pearls
pluralize,jar of honey,jars of honey
pluralize,piece of string,pieces of string
pluralize,quart of oil,quarts of oil
pluralize,tube of toothpaste,tubes of toothpaste
pluralize,slice of cheese,slices of cheese
pluralize,bag of flour,bags of flour
pluralize,dozen eggs,dozens of eggs
pluralize,pair of shoes,pairs of shoes
pluralize,bottle of wine,bottles of wine
pluralize,drop of ink,drops of ink
pluralize,handful of coins,handfuls of coins
pluralize,bunch of flowers,bunches of flowers
pluralize,gallon of water,gallons of water
pluralize,carton of eggs,cartons of eggs
pluralize,box of chocolates,boxes of chocolates
pluralize,bundle of joy,bundles of joy
pluralize,roll of tape,rolls of tape
pluralize,pinch of salt,pinches of salt
pluralize,slice of ham,slices of ham
pluralize,cup of coffee,cups of coffee
pluralize,sheet of paper,sheets of paper
pluralize,blade of grass,blades of grass
pluralize,block of ice,blocks of ice
pluralize,piece of advice,pieces of advice
pluralize,round of applause,rounds of applause
pluralize,pearl of wisdom,pearls of wisdom
pluralize,crumb of bread,crumbs of bread
pluralize,chunk of wood,chunks of wood
pluralize,patch of grass,patches of grass
pluralize,flicker of light,flickers of light
pluralize,ray of sunshine,rays of sunshine
pluralize,whiff of smoke,whiffs of smoke
pluralize,drop of dew,drops of dew
pluralize,dash of pepper,dashes of pepper
pluralize,slice of toast,slices of toast
pluralize,pack of cards,packs of cards
pluralize,bundle of nerves,bundles of nerves
pluralize,pinch of herbs,pinches of herbs
pluralize,piece of fabric,pieces of fabric
pluralize,spoonful of soup,spoonfuls of soup
pluralize,drop of rain,drops of rain
pluralize,bag of chips,bags of chips
pluralize,string of lights,strings of lights
pluralize,bar of chocolate,bars of chocolate
pluralize,roll of film,rolls of film
pluralize,handful of feathers,handfuls of feathers
pluralize,batch of muffins,batches of muffins
pluralize,slice of lemon,slices of lemon
pluralize,cup of soup,cups of soup
pluralize,dozen roses,dozens of roses
pluralize,bunch of bananas,bunches of bananas
pluralize,stack of books,stacks of books
pluralize,quart of milk,quarts of milk
pluralize,pair of pants,pairs of pants
pluralize,piece of luggage,pieces of luggage
pluralize,bar of gold,bars of gold
pluralize,pint of beer,pints of beer
pluralize,bottle of water,bottles of water
pluralize,roll of fabric,rolls of fabric
pluralize,dash of vanilla,dashes of vanilla
pluralize,pile of stones,piles of stones
pluralize,string of beads,strings of beads
pluralize,batch of doughnuts,batches of doughnuts
pluralize,block of cheese,blocks of cheese
pluralize,slice of turkey,slices of turkey
pluralize,jar of jam,jars of jam
pluralize,piece of news,pieces of news
pluralize,stack of firewood,stacks of firewood
pluralize,bunch of keys,bunches of keys
pluralize,handful of nuts,handfuls of nuts
pluralize,gallon of paint,gallons of paint
pluralize,carton of milk,cartons of milk
pluralize,box of crayons,boxes of crayons
pluralize,pair of earrings,pairs of earrings
pluralize,bag of rice,bags of rice
pluralize,loaf of meat,loaves of meat
pluralize,piece of furniture,pieces of furniture
pluralize,slice of cucumber,slices of cucumber
pluralize,bar of iron,bars of iron
pluralize,bottle of soda,bottles of soda
pluralize,dozen donuts,dozens of donuts
pluralize,string of sausages,strings of sausages
pluralize,cup of yogurt,cups of yogurt
pluralize,sheet of glass,sheets of glass
pluralize,ray of hope,rays of hope
pluralize,block of flats,blocks of flats
pluralize,handful of grapes,handfuls of grapes
pluralize,stack of pancakes,stacks of pancakes
pluralize,bunch of cherries,bunches of cherries
pluralize,piece of art,pieces of art
pluralize,slice of meat,slices of meat
pluralize,batch of brownies,batches of brownies
pluralize,slice of pepperoni,slices of pepperoni
pluralize,box of tissues,boxes of tissues
pluralize,jar of pickles,jars of pickles
pluralize,carton of juice,cartons of juice
pluralize,string of pearls,strings of pearls
pluralize,bar of soap,bars of soap
pluralize,dozen cupcakes,dozens of cupcakes
pluralize,piece of glass,pieces of glass
pluralize,handful of screws,handfuls of screws
pluralize,stack of chairs,stacks of chairs
pluralize,cup of sugar,cups of sugar
pluralize,block of marble,blocks of marble
pluralize,piece of clay,pieces of clay
pluralize,slice of apple,slices of apple
pluralize,bottle of vinegar,bottles of vinegar
pluralize,batch of cupcakes,batches of cupcakes
pluralize,bundle of wheat,bundles of wheat
pluralize,pair of glasses,pairs of glasses
pluralize,spoonful of honey,spoonfuls of honey
pluralize,handful of pencils,handfuls of pencils
pluralize,cup of flour,cups of flour
pluralize,bar of silver,bars of silver
pluralize,piece of driftwood,pieces of driftwood
pluralize,bottle of perfume,bottles of perfume
pluralize,roll of parchment,rolls of parchment
pluralize,block of wood,blocks of wood
pluralize,string of ribbons,strings of ribbons
pluralize,bundle of letters,bundles of letters
pluralize,slice of pizza,slices of pizza
pluralize,box of matches,boxes of matches
pluralize,jar of olives,jars of olives
pluralize,carton of cream,cartons of cream
pluralize,bar of chocolate,bars of chocolate
pluralize,piece of metal,pieces of metal
pluralize,roll of carpet,rolls of carpet
pluralize,stack of plates,stacks of plates
pluralize,handful of seeds,handfuls of seeds
pluralize,cup of rice,cups of rice
pluralize,sheet of steel,sheets of steel
pluralize,loaf of sugar,loaves of sugar
pluralize,block of granite,blocks of granite
pluralize,batch of biscuits,batches of biscuits
pluralize,bundle of rope,bundles of rope
pluralize,string of lights,strings of lights
pluralize,spoonful of milk,spoonfuls of milk
pluralize,pile of coins,piles of coins
pluralize,bottle of beer,bottles of beer
pluralize,jar of spices,jars of spices
pluralize,carton of eggs,cartons of eggs
pluralize,slice of butter,slices of butter
pluralize,piece of fabric,pieces of fabric
pluralize,roll of wallpaper,rolls of wallpaper
pluralize,box of cereal,boxes of cereal
pluralize,bundle of twigs,bundles of twigs
pluralize,batch of pancakes,batches of pancakes
pluralize,slice of ham,slices of ham
pluralize,handful of marbles,handfuls of marbles
pluralize,stack of boxes,stacks of boxes
pluralize,bar of steel,bars of steel
pluralize,block of ice,blocks of ice
pluralize,piece of parchment,pieces of parchment
pluralize,roll of gauze,rolls of gauze
pluralize,slice of bacon,slices of bacon
pluralize,bottle of lotion,bottles of lotion
pluralize,criterion for success,criteria for success
pluralize,salmon swimming upstream,salmon swimming upstream
pluralize,mother-in-law from Seattle,mothers-in-law from Seattle
pluralize,alumnus of Harvard,alumni of Harvard
pluralize,axis of rotation,axes of rotation
pluralize,court-martial in session,courts-martial in session
pluralize,brother-in-law from Michigan,brothers-in-law from Michigan
pluralize,foot-pound of energy,foot-pounds of energy
pluralize,policeman on duty,policemen on duty
pluralize,chinese food container,chinese food containers
pluralize,octopus-shaped stress toy,octopus-shaped stress toys
pluralize,kangaroo rat,kangaroo rats
pluralize,guinea pig,guinea pigs
pluralize,sea urchin,sea urchins
pluralize,tasmanian devil,tasmanian devils
pluralize,lemuroid ringtail,lemuroid ringtails
pluralize,spiny anteater,spiny anteaters
pluralize,bush baby,bush babies
pluralize,long-beaked common dolphin,long-beaked common dolphins
pluralize,mountain pygmy possum,mountain pygmy possums
pluralize,monk seal,monk seals
pluralize,black-footed ferret,black-footed ferrets
pluralize,greater bilby,greater bilbies
pluralize,goblin shark,goblin sharks
pluralize,vampire bat,vampire bats
pluralize,malayan pangolin,malayan pangolins
pluralize,maned wolf,maned wolves
pluralize,marsupial mole,marsupial moles
pluralize,sand cat,sand cats
pluralize,jungle cat,jungle cats
pluralize,tail-less tenrec,tail-less tenrecs
pluralize,tasmanian tiger,tasmanian tigers
pluralize,przewalski's horse,przewalski's horses
pluralize,firetail lemur,firetail lemurs
pluralize,glowhorn beetle,glowhorn beetles
pluralize,crimsonwing bat,crimsonwing bats
pluralize,blue-bellied skittertail,blue-bellied skittertails
pluralize,glimmering bison,glimmering bisons
pluralize,wilted weasel,wilted weasels
pluralize,skydancer bird,skydancer birds
pluralize,nightspike lizard,nightspike lizards
pluralize,moonbeam tiger,moonbeam tigers
pluralize,scarbelly jackrabbit,scarbelly jackrabbits
pluralize,blazebane sword,blazebane swords
pluralize,crimsonfang dagger,crimsonfang daggers
pluralize,stormstrike bow,stormstrike bows
pluralize,arcflare staff,arcflare staffs
pluralize,shadowreaver axe,shadowreaver axes
pluralize,emberclaw mace,emberclaw maces
pluralize,vortex spear,vortex spears
pluralize,thunderlash whip,thunderlash whips
pluralize,bloodpiercer crossbow,bloodpiercer crossbows
pluralize,lightbringer lance,lightbringer lances
pluralize,frostwrought hammer,frostwrought hammers
pluralize,spiritbinder katana,spiritbinder katanas
pluralize,nightshade scythe,nightshade scythes
pluralize,dragonrend halberd,dragonrend halberds
pluralize,voidstrike chakram,voidstrike chakrams
pluralize,soulshard gauntlet,soulshard gauntlets
pluralize,ironbark greatsword,ironbark greatswords
pluralize,venomspike spear,venomspike spears
pluralize,dawnfury flail,dawnfury flails
pluralize,steelstorm glaive,steelstorm glaives
pluralize,flip-phone-powered turbocharger,flip-phone-powered turbochargers
pluralize,tamagotchi-obsessed distraction ray,tamagotchi-obsessed distraction rays
pluralize,broken-headphone sound bomb,broken-headphone sound bombs
pluralize,monopoly-bankrupted dice-roller,monopoly-bankrupted dice-rollers
pluralize,empty-pizza-box shield,empty-pizza-box shields
pluralize,no-cartridge game-console controller,no-cartridge game-console controllers
pluralize,fidget-spin-forever axis,fidget-spin-forever axes
pluralize,bored-emoji phone screen,bored-emoji phone screens
pluralize,out-of-ink printer-sword,out-of-ink printer-swords
singularize,children of Dave,child of Dave
singularize,boxes of cookies,box of cookies
singularize,cups of coffee,cup of coffee
singularize,pairs of shoes,pair of shoes
singularize,sandwiches with turkey,sandwich with turkey
singularize,bottles of water,bottle of water
singularize,children of Mary,child of Mary
singularize,plates with food,plate with food
singularize,buckets of water,bucket of water
singularize,pieces of cake,piece of cake
singularize,containers of cookies,container of cookies
singularize,pieces of bread,piece of bread
singularize,glasses of milk,glass of milk
singularize,sandwiches with cheese,sandwich with cheese
singularize,cups of soup,cup of soup
singularize,books with covers,book with a cover
singularize,shiny red apples,shiny red apple
singularize,giant purple balloons,giant purple balloon
singularize,small wooden boxes,small wooden box
singularize,beautiful blue birds,beautiful blue bird
singularize,spicy chicken wings,spicy chicken wing
singularize,colorful striped sweaters,colorful striped sweater
singularize,fluffy white cats,fluffy white cat
singularize,old rusty cars,old rusty car
singularize,smelly old shoes,smelly old shoe
singularize,heavy metal doors,heavy metal door
singularize,fast running dogs,fast running dog
singularize,green leafy plants,green leafy plant
singularize,blue plastic bottles,blue plastic bottle
singularize,round orange balls,round orange ball
singularize,warm cozy blankets,warm cozy blanket
singularize,small wooden chairs,small wooden chair
singularize,delicious chocolate cakes,delicious chocolate cake
singularize,cold snowy mountains,cold snowy mountain
singularize,bright yellow flowers,bright yellow flower
singularize,long fluffy tails,long fluffy tail
singularize,quick silver fish,quick silver fish
singularize,delicate white laces,delicate white lace
singularize,large wooden tables,large wooden table
singularize,yellow spotted giraffes,yellow spotted giraffe
singularize,bright shiny coins,bright shiny coin
singularize,fuzzy green mosses,fuzzy green moss
singularize,soft velvet pillows,soft velvet pillow
singularize,purple velvet curtains,purple velvet curtain
singularize,heavy brown boxes,heavy brown box
singularize,big green apples,big green apple
singularize,cold icy rivers,cold icy river
singularize,small orange pumpkins,small orange pumpkin
singularize,soft blue clouds,soft blue cloud
singularize,fast red cars,fast red car
singularize,dirty white shirts,dirty white shirt
singularize,high metal fences,high metal fence
singularize,tiny wooden sticks,tiny wooden stick
singularize,smelly old socks,smelly old sock
singularize,shiny silver spoons,shiny silver spoon
singularize,tiny golden keys,tiny golden key
singularize,warm woolen scarves,warm woolen scarf
singularize,big black dogs,big black dog
singularize,huge fluffy pillows,huge fluffy pillow
singularize,small wooden tables,small wooden table
singularize,bright red shirts,bright red shirt
singularize,heavy metal spoons,heavy metal spoon
singularize,soft blue sweaters,soft blue sweater
